Area,Room,Parking,Warehouse,Elevator,Address
45.0,1,1,1,1,Qasr-od-Dasht
113.0,2,1,1,1,Amirabad
85.0,2,1,1,1,Dorous
42.0,1,1,0,1,Vahidieh
108.0,2,1,1,1,Shahran
82.0,2,1,1,1,Punak
76.0,2,1,0,1,Punak
79.0,2,1,1,1,Punak
71.0,2,1,1,1,Punak
73.0,2,1,1,1,Punak
89.0,2,1,1,1,Shahrake Qods
85.0,2,1,1,1,Shahr-e-Ziba
96.0,2,1,1,1,East Ferdows Boulevard
95.0,2,1,1,1,Andisheh
60.0,2,1,1,1,Punak
88.0,2,0,0,1,Parand
145.0,3,1,1,1,Pasdaran
75.0,2,0,1,0,Malard
145.0,3,1,1,1,Gholhak
105.0,3,1,1,1,Ostad Moein
67.0,2,1,1,1,Feiz Garden
78.0,2,1,0,1,Jeyhoon
125.0,2,1,1,1,Gheitarieh
91.0,2,1,1,1,Shahran
195.0,3,1,1,1,Gheitarieh
87.0,2,0,0,1,Pardis
99.0,2,1,1,1,Punak
113.0,2,1,1,1,Punak
100.0,2,1,1,1,Punak
200.0,3,1,1,1,Zaferanieh
106.0,2,1,1,1,Pardis
105.0,2,1,1,1,Shahran
228.0,3,1,1,1,Zaferanieh
75.0,2,1,1,1,Shahran
84.0,3,1,1,1,Shahran
90.0,2,1,1,1,Shahr-e-Ziba
66.0,2,1,0,1,Ostad Moein
130.0,3,1,1,1,Northern Suhrawardi
101.0,2,1,1,1,Central Janatabad
103.0,2,0,1,0,Shahran
60.0,2,1,1,0,Pirouzi
123.0,2,1,1,1,Persian Gulf Martyrs Lake
70.0,2,1,1,1,Punak
177.0,3,1,1,1,Velenjak
230.0,3,1,1,1,Farmanieh
105.0,2,1,1,1,Pardis
87.0,2,0,0,1,Pardis
104.0,2,1,1,1,Pardis
105.0,2,1,1,1,Pardis
310.0,3,1,1,1,Elahieh
108.0,2,1,1,1,Shams Abad
75.0,2,1,1,0,Central Janatabad
108.0,2,1,1,1,Shams Abad
116.0,2,1,1,1,West Ferdows Boulevard
43.0,1,1,1,1,Shams Abad
64.0,2,0,1,0,Jeyhoon
48.0,1,1,1,0,Salsabil
134.0,3,1,1,1,Andisheh
100.0,2,0,0,0,Pardis
230.0,3,1,1,1,Farmanieh
238.0,3,1,1,1,Velenjak
270.0,5,1,1,0,Aqdasieh
105.0,2,0,1,0,Andisheh
86.0,2,1,1,1,Pardis
130.0,3,1,1,1,West Pars
87.0,2,1,1,1,Pardis
80.0,2,0,1,0,Shahrake Qods
112.0,2,1,1,1,Yousef Abad
120.0,2,1,1,0,Pardis
125.0,2,1,1,1,Pardis
100.0,2,1,1,1,
100.0,2,1,1,1,Pirouzi
123.0,3,1,1,1,East Ferdows Boulevard
100.0,2,1,1,1,Pirouzi
88.0,2,1,1,1,Northern Janatabad
87.0,2,1,1,1,Pardis
85.0,2,1,1,1,Pardis
84.0,2,0,1,0,Sattarkhan
110.0,2,1,1,1,Yousef Abad
170.0,3,1,1,1,Niavaran
220.0,3,1,1,1,Niavaran
101.0,2,1,1,1,Yousef Abad
100.0,2,1,1,1,Gheitarieh
193.0,3,1,1,1,Kook
45.0,1,0,1,0,Andisheh
86.0,2,1,0,1,Pirouzi
138.0,3,1,1,1,Islamshahr
55.0,1,1,1,1,Saadat Abad
100.0,2,1,1,1,Gheitarieh
108.0,2,1,1,1,Persian Gulf Martyrs Lake
94.0,2,1,1,1,Gheitarieh
101.0,2,1,1,1,Gheitarieh
101.0,2,1,1,1,Gheitarieh
99.0,1,1,1,1,Gheitarieh
97.0,2,1,1,1,Shahrake Gharb
,2,1,1,1,Gheitarieh
126.0,2,1,1,1,Gheitarieh
105.0,2,1,1,1,Pardis
101.0,2,1,1,1,Tarasht
100.0,2,1,1,1,Gheitarieh
90.0,2,1,1,1,Shahrake Qods
146.0,3,1,1,1,Saadat Abad
90.0,3,1,1,0,Salsabil
60.0,2,0,1,0,Shahrake Azadi
130.0,3,1,1,1,Shahrake Gharb
85.0,2,1,1,0,Air force
132.0,3,1,1,1,Pasdaran
115.0,2,1,1,1,Tarasht
70.0,2,0,1,0,Pirouzi
145.0,3,1,1,1,Pirouzi
88.0,2,1,1,1,Punak
54.0,1,0,1,0,Beryanak
65.0,2,1,1,0,Pirouzi
70.0,1,1,1,0,Dehkade Olampic
63.0,1,1,1,1,Ostad Moein
190.0,3,1,1,1,Zaferanieh
57.0,1,1,1,1,Qasr-od-Dasht
144.0,3,1,1,1,Velenjak
85.0,2,1,1,1,Shahr-e-Ziba
65.0,2,0,1,1,West Pars
88.0,3,0,0,1,Parand
74.0,2,1,1,1,Darband
76.0,2,0,0,0,Parand
88.0,2,0,0,1,Parand
49.0,1,1,1,1,Punak
287.0,5,1,1,0,Vanak
95.0,2,1,1,0,Punak
65.0,1,1,1,1,Air force
86.0,2,1,1,1,Niavaran
86.0,2,1,1,1,Kamranieh
90.0,2,1,1,1,Golestan
62.0,2,1,1,0,Ekhtiarieh
157.0,3,1,1,1,Gheitarieh
90.0,2,1,1,1,Southern Chitgar
190.0,3,1,1,1,Gheitarieh
90.0,2,1,1,1,Railway
150.0,3,1,1,1,Gheitarieh
70.0,2,1,1,1,Shahrake Qods
91.0,2,1,1,1,Tehran Now
155.0,3,1,1,1,Gheitarieh
245.0,3,1,1,1,Niavaran
120.0,2,1,1,1,West Ferdows Boulevard
150.0,2,1,1,1,Gheitarieh
65.0,2,1,1,0,West Ferdows Boulevard
106.0,2,1,1,1,West Ferdows Boulevard
100.0,2,1,1,1,Gheitarieh
125.0,2,1,1,1,Gheitarieh
57.0,1,1,1,1,Feiz Garden
160.0,3,1,1,1,Niavaran
43.0,1,0,1,1,Beryanak
115.0,3,1,1,1,Feiz Garden
80.0,2,1,1,1,Feiz Garden
93.0,2,1,1,1,Southern Janatabad
65.0,2,1,0,1,Qasr-od-Dasht
90.0,2,1,1,1,Southern Janatabad
200.0,2,1,1,0,Andisheh
135.0,3,1,1,1,Shahrake Gharb
63.0,2,0,1,0,Azarbaijan
53.0,1,1,1,1,Azarbaijan
50.0,1,0,1,0,Qasr-od-Dasht
72.0,2,1,1,0,Qasr-od-Dasht
148.0,3,1,1,1,Saadat Abad
80.0,2,1,1,1,Azarbaijan
60.0,2,1,1,1,Andisheh
102.0,2,1,1,1,Shahrake Gharb
95.0,2,1,1,1,Mirdamad
83.0,2,1,1,1,Ray
95.0,2,1,1,1,Gheitarieh
83.0,2,1,1,1,Salsabil
60.0,1,1,1,1,Northern Chitgar
65.0,2,1,1,1,Jeyhoon
90.0,2,1,1,1,Gheitarieh
200.0,3,1,1,1,Heravi
53.0,1,1,1,1,Jeyhoon
43.0,1,1,1,1,Beryanak
97.0,2,1,1,1,Southern Janatabad
42.0,1,1,0,1,Jeyhoon
120.0,2,1,1,1,Abazar
97.0,2,1,1,1,Sattarkhan
97.0,2,1,1,1,Southern Janatabad
90.0,2,1,1,1,Southern Janatabad
97.0,2,1,1,1,Central Janatabad
90.0,2,1,1,1,Southern Janatabad
198.0,3,1,1,1,Gheitarieh
929.0,5,1,1,0,Zafar
90.0,2,1,1,1,Punak
150.0,3,1,1,1,Punak
136.0,3,1,1,1,Southern Janatabad
120.0,2,1,1,1,Southern Janatabad
90.0,2,1,1,1,Punak
50.0,1,1,1,1,Punak
90.0,2,1,1,1,Mirdamad
55.0,1,1,1,1,Punak
75.0,2,1,1,1,Jeyhoon
47.0,1,1,1,1,Punak
65.0,2,1,1,0,Punak
420.0,4,1,1,1,Zaferanieh
124.0,3,1,1,1,Southern Janatabad
86.0,2,1,1,1,Punak
70.0,1,1,1,1,Punak
181.0,3,1,1,1,Velenjak
68.0,2,1,1,0,Punak
67.0,2,1,1,1,Punak
72.0,1,1,1,1,Ozgol
145.0,3,1,1,1,Central Janatabad
116.0,2,1,1,1,Shahrake Gharb
65.0,1,1,1,1,Northern Janatabad
125.0,2,1,1,1,Ozgol
143.0,3,1,1,1,Saadat Abad
150.0,3,1,1,1,Saadat Abad
88.0,2,1,1,1,Southern Janatabad
380.0,4,1,1,1,Elahieh
95.0,2,1,1,1,Ostad Moein
58.0,1,1,1,1,Shahran
190.0,3,1,1,1,Farmanieh
120.0,2,1,1,1,Ekhtiarieh
130.0,3,1,1,1,Shahrakeh Naft
85.0,2,1,1,0,Punak
100.0,2,1,1,0,Islamshahr
115.0,2,1,1,1,Gheitarieh
76.0,2,1,1,1,Shahr-e-Ziba
125.0,2,1,1,1,Punak
110.0,2,1,1,1,Punak
96.0,2,1,1,1,Punak
75.0,2,1,1,0,Islamshahr
105.0,2,1,1,1,Central Janatabad
160.0,3,1,1,1,Heravi
76.0,2,1,1,1,Jeyhoon
290.0,4,1,1,1,Zaferanieh
110.0,2,0,1,1,Zafar
198.0,4,1,1,0,Andisheh
105.0,2,1,1,1,Andisheh
90.0,2,1,1,1,Islamshahr
63.0,1,1,1,1,Islamshahr
100.0,2,1,1,1,Central Janatabad
117.0,3,1,1,1,Islamshahr
91.0,2,1,1,0,Islamshahr
60.0,1,1,1,0,Islamshahr
110.0,2,1,1,1,Islamshahr
96.0,2,1,1,1,Ostad Moein
113.0,2,1,1,1,Ekhtiarieh
74.0,2,1,1,1,Southern Janatabad
155.0,3,1,1,1,Dorous
125.0,2,1,1,1,Ostad Moein
49.0,1,1,0,1,Dezashib
148.0,3,1,1,1,Saadat Abad
134.0,3,1,1,1,Qasr-od-Dasht
90.0,2,1,1,1,Central Janatabad
110.0,1,1,1,1,Central Janatabad
115.0,2,1,1,1,Punak
90.0,2,1,1,1,Darabad
95.0,2,1,1,1,North Program Organization
105.0,2,1,1,1,Pardis
63.0,2,1,1,1,Amir Bahador
185.0,3,1,1,1,Pasdaran
250.0,3,1,1,1,Elahieh
88.0,2,1,1,0,Northern Janatabad
95.0,2,1,1,1,Southern Program Organization
108.0,2,1,1,1,Heravi
90.0,2,1,1,1,Southern Janatabad
160.0,3,1,1,1,Velenjak
78.0,2,0,1,1,Parand
120.0,3,1,1,1,Persian Gulf Martyrs Lake
158.0,3,1,1,1,Pasdaran
56.0,1,1,1,1,West Ferdows Boulevard
155.0,3,1,1,1,Pasdaran
100.0,2,1,1,1,Southern Janatabad
182.0,3,1,1,1,Saadat Abad
63.0,2,1,1,1,Shahr-e-Ziba
125.0,2,1,1,1,Shahrake Qods
53.0,1,0,0,0,Shahrake Qods
150.0,3,1,1,1,Ekhtiarieh
62.0,2,1,1,0,Punak
113.0,2,1,1,1,Ekhtiarieh
93.0,2,1,1,0,Parand
84.0,2,1,1,1,Damavand
83.0,2,1,1,1,Jeyhoon
150.0,3,1,1,1,Gheitarieh
147.0,3,1,1,1,Ekhtiarieh
75.0,2,1,1,1,Saadat Abad
119.0,2,1,1,1,Shahran
105.0,2,1,1,1,Saadat Abad
70.0,2,1,1,1,
115.0,2,1,1,1,Ekhtiarieh
179.0,3,1,1,1,Velenjak
86.0,2,1,1,1,Central Janatabad
70.0,1,1,1,1,West Ferdows Boulevard
48.0,1,1,1,1,Shahr-e-Ziba
70.0,2,0,1,1,Komeil
102.0,2,1,1,1,Saadat Abad
85.0,2,1,0,1,Pardis
72.0,2,1,1,0,West Ferdows Boulevard
180.0,3,1,1,1,Saadat Abad
138.0,3,1,1,1,Saadat Abad
87.0,2,1,1,1,Shahrake Qods
705.0,5,1,1,0,Abazar
200.0,3,1,1,1,Saadat Abad
87.0,2,1,1,1,Pardis
75.0,2,1,1,1,Shahr-e-Ziba
57.0,1,1,1,1,West Ferdows Boulevard
62.0,1,1,1,1,West Ferdows Boulevard
65.0,2,1,1,1,West Ferdows Boulevard
70.0,1,0,1,0,Saadat Abad
65.0,1,1,1,1,West Ferdows Boulevard
100.0,2,1,1,1,Ostad Moein
210.0,3,1,1,1,Saadat Abad
110.0,2,1,1,1,Saadat Abad
68.0,2,1,1,1,West Ferdows Boulevard
101.0,2,1,1,1,Saadat Abad
165.0,3,1,1,1,Saadat Abad
300.0,4,1,1,1,Saadat Abad
245.0,3,1,1,1,Shahrake Gharb
105.0,2,1,1,0,Andisheh
135.0,2,1,1,1,Saadat Abad
130.0,3,1,1,1,Saadat Abad
83.0,2,1,0,1,Saadat Abad
60.0,1,1,1,1,Saadat Abad
52.0,1,1,1,1,Southern Program Organization
60.0,2,1,1,1,West Ferdows Boulevard
70.0,2,1,1,1,East Ferdows Boulevard
140.0,3,1,1,1,Shahrake Gharb
120.0,2,1,1,1,Saadat Abad
62.0,1,1,1,1,Shahrake Qods
70.0,2,1,1,1,West Ferdows Boulevard
150.0,3,1,1,1,Saadat Abad
69.0,2,1,1,0,Shahran
70.0,1,1,1,1,East Ferdows Boulevard
100.0,2,1,1,1,Jeyhoon
75.0,2,1,1,0,West Ferdows Boulevard
103.0,2,1,1,1,Azarbaijan
85.0,2,1,1,1,Shahran
150.0,3,1,1,1,Punak
66.0,2,1,1,1,Qalandari
101.0,2,1,0,1,Pirouzi
290.0,4,1,1,1,Aqdasieh
106.0,2,1,1,1,Saadat Abad
107.0,3,1,1,0,Eram
122.0,2,1,1,1,Jeyhoon
195.0,3,1,1,1,Shahrake Gharb
98.0,2,1,1,1,Shahr-e-Ziba
98.0,2,1,1,1,Pardis
200.0,3,1,1,1,Gheitarieh
400.0,4,1,1,1,Elahieh
110.0,2,1,1,1,Ekhtiarieh
95.0,2,1,1,1,Ostad Moein
60.0,1,1,1,1,Southern Program Organization
76.0,2,0,0,0,Parand
222.0,3,1,1,1,Gheitarieh
120.0,2,1,1,1,Punak
270.0,3,1,1,1,Kamranieh
110.0,2,1,1,0,Southern Program Organization
84.0,2,1,1,1,Shahrake Qods
76.0,2,1,1,1,Shahrake Qods
75.0,2,0,1,1,Parand
170.0,4,1,1,1,Andisheh
92.0,2,0,1,0,Andisheh
122.0,3,1,1,0,Parand
170.0,3,1,1,1,Ekhtiarieh
147.0,3,1,1,1,Pasdaran
47.0,1,0,1,0,Jeyhoon
100.0,2,1,1,1,Pasdaran
180.0,3,1,1,1,Saadat Abad
90.0,2,1,1,1,Northern Janatabad
80.0,2,1,1,1,Shahr-e-Ziba
59.0,1,1,0,1,Pirouzi
87.0,2,1,1,1,Pardis
50.0,1,0,1,1,Ostad Moein
123.0,3,1,1,1,Gheitarieh
56.0,1,1,1,1,Feiz Garden
105.0,2,1,1,1,Pardis
57.0,1,1,1,1,Azarbaijan
78.0,2,1,1,1,Southern Janatabad
92.0,2,1,1,1,Southern Janatabad
100.0,2,1,1,1,Pardis
152.0,3,1,1,1,Saadat Abad
155.0,3,1,1,1,Shahrake Gharb
115.0,3,1,1,1,Shahr-e-Ziba
145.0,3,1,1,1,Shahrake Gharb
115.0,2,1,1,1,Yousef Abad
60.0,1,1,1,0,Central Janatabad
160.0,3,1,1,1,Gheitarieh
101.0,2,1,1,1,North Program Organization
98.0,2,1,1,1,Southern Janatabad
92.0,2,1,1,1,Punak
90.0,2,1,1,1,Northern Janatabad
150.0,3,1,1,1,West Ferdows Boulevard
106.0,2,1,1,1,Persian Gulf Martyrs Lake
135.0,3,1,1,1,Dehkade Olampic
209.0,3,1,1,1,West Ferdows Boulevard
115.0,2,1,1,0,Tarasht
110.0,2,1,1,0,Water Organization
90.0,2,0,1,1,Northern Janatabad
190.0,3,1,1,1,Aqdasieh
133.0,3,1,1,1,Gheitarieh
200.0,3,1,1,1,Ajudaniye
220.0,3,1,1,1,Kamranieh
130.0,3,1,1,1,Gheitarieh
123.0,3,1,1,0,Azadshahr
105.0,2,1,1,1,Dehkade Olampic
103.0,3,1,1,1,Shahran
105.0,2,1,1,1,Pardis
161.0,3,1,1,1,Persian Gulf Martyrs Lake
115.0,3,0,1,1,Shahrake Qods
85.0,2,0,0,0,Azadshahr
50.0,2,1,1,0,Shahran
160.0,3,1,1,1,Persian Gulf Martyrs Lake
232.0,3,1,1,1,Farmanieh
117.0,2,1,1,1,Shahran
77.0,2,1,1,1,West Ferdows Boulevard
100.0,2,1,1,0,Yousef Abad
85.0,2,1,1,0,Northern Janatabad
145.0,3,1,1,1,Farmanieh
127.0,3,1,1,1,Hakimiyeh
79.0,2,1,1,1,Shahran
120.0,2,1,1,1,Gheitarieh
173.0,3,1,1,1,Niavaran
195.0,3,1,1,1,Farmanieh
66.0,2,1,1,1,West Ferdows Boulevard
140.0,3,1,1,1,Gheitarieh
93.0,2,1,1,1,Atabak
80.0,2,1,1,1,Yousef Abad
119.0,2,1,1,1,Shahran
100.0,2,1,1,1,Ekhtiarieh
115.0,2,1,1,1,Shahran
52.0,1,1,1,1,Ekhtiarieh
136.0,3,1,1,1,Persian Gulf Martyrs Lake
95.0,2,1,1,1,Shahran
83.0,3,1,1,1,Shahran
100.0,2,1,1,1,Shahrake Qods
70.0,2,1,1,0,Shahran
73.0,2,1,1,0,Shahran
70.0,2,1,1,1,Shahr-e-Ziba
105.0,2,1,1,1,Pardis
87.0,2,1,1,1,Pardis
66.0,1,1,1,1,Pardis
98.0,2,1,1,1,Pardis
64.0,2,1,1,1,Shahr-e-Ziba
65.0,2,1,1,1,Shahr-e-Ziba
85.0,2,1,1,1,Central Janatabad
85.0,2,1,1,1,Punak
93.0,2,1,1,1,Gheitarieh
155.0,3,1,1,1,Heravi
450.0,2,0,0,0,Absard
117.0,3,1,1,1,Shahrake Gharb
85.0,2,1,1,1,Pakdasht
500.0,4,1,1,0,Damavand
60.0,1,1,1,1,Persian Gulf Martyrs Lake
58.0,2,1,1,1,Sabalan
118.0,2,1,1,1,Shahrake Qods
98.0,2,1,1,1,Gheitarieh
60.0,1,0,1,1,Narmak
85.0,2,1,1,1,Gheitarieh
110.0,2,1,1,1,Heravi
190.0,3,1,1,1,Gheitarieh
150.0,3,1,1,1,Gheitarieh
197.0,3,1,1,1,Gheitarieh
153.0,2,1,1,1,Gheitarieh
99.0,2,1,1,1,Heravi
195.0,3,1,1,1,Gheitarieh
125.0,2,1,1,1,Gheitarieh
103.0,2,1,1,1,Heravi
235.0,3,1,1,1,Gheitarieh
107.0,2,1,1,1,Velenjak
195.0,3,1,1,1,Gheitarieh
170.0,3,0,0,0,Gheitarieh
153.0,3,1,1,1,Gheitarieh
90.0,2,1,1,1,Pirouzi
88.0,2,1,1,1,Gheitarieh
100.0,2,1,1,1,Gheitarieh
100.0,2,1,1,1,Saadat Abad
203.0,3,1,1,1,Araj
200.0,3,1,1,1,Aqdasieh
200.0,3,1,1,1,Araj
116.0,3,1,1,1,Gheitarieh
202.0,3,0,0,0,Araj
202.0,3,1,1,1,Aqdasieh
61.0,1,1,1,1,Si Metri Ji
70.0,2,1,1,1,Jeyhoon
62.0,2,1,1,1,Beryanak
200.0,3,1,1,1,Araj
120.0,3,1,1,1,Ostad Moein
87.0,2,1,1,1,Amirabad
200.0,3,1,1,1,Aqdasieh
80.0,2,1,1,1,Parand
202.0,3,0,0,0,Araj
57.0,1,0,1,1,Ostad Moein
202.0,3,1,1,1,Araj
84.0,2,1,1,1,Pirouzi
202.0,3,1,1,1,Aqdasieh
93.0,2,1,1,1,Saadat Abad
85.0,2,1,1,1,Gheitarieh
100.0,2,1,1,1,Saadat Abad
153.0,2,1,1,1,Aqdasieh
122.0,3,1,1,1,Saadat Abad
150.0,2,1,1,1,Aqdasieh
56.0,2,1,1,1,Ostad Moein
150.0,2,1,1,1,Araj
202.0,3,1,1,1,Araj
201.0,3,1,1,1,Aqdasieh
140.0,3,1,1,1,Shahrake Qods
200.0,3,1,1,1,Aqdasieh
67.0,2,1,1,0,Jeyhoon
86.0,2,1,1,1,Gheitarieh
84.0,2,1,1,1,Gheitarieh
86.0,2,1,1,1,Central Janatabad
67.0,2,1,1,1,Shahran
90.0,2,1,1,1,Northern Janatabad
83.0,2,1,1,1,Gheitarieh
70.0,2,1,1,1,Jeyhoon
88.0,2,1,1,1,Shahrake Qods
167.0,3,1,1,1,Gheitarieh
100.0,2,0,0,0,Shahrake Qods
100.0,2,1,1,1,Shahrake Qods
60.0,2,1,1,1,Southern Janatabad
155.0,3,1,1,1,Gheitarieh
76.0,2,1,1,1,Jeyhoon
90.0,2,1,1,1,Shahrake Qods
65.0,1,1,1,1,Shahrake Qods
80.0,2,1,1,1,Shahrake Qods
135.0,2,1,1,1,Gheitarieh
94.0,2,1,1,1,Shahrake Qods
110.0,2,1,1,1,Gheitarieh
115.0,3,1,1,1,Farmanieh
170.0,3,1,1,1,Gheitarieh
115.0,3,0,1,1,Farmanieh
60.0,1,0,0,0,Damavand
105.0,2,1,1,1,Saadat Abad
61.0,2,0,1,0,Salsabil
100.0,2,1,1,1,Saadat Abad
145.0,3,1,1,1,Jeyhoon
87.0,2,1,1,1,Pardis
87.0,2,1,1,1,Pardis
115.0,3,1,1,1,Shahrake Gharb
85.0,2,1,1,1,Pardis
67.0,2,1,1,0,Punak
94.0,2,1,1,1,Shahran
94.0,2,1,1,1,
99.0,2,1,1,1,
86.0,2,1,1,1,Pardis
60.0,2,1,1,1,West Ferdows Boulevard
58.0,1,1,1,1,Shahrake Gharb
76.0,2,1,1,1,Shahr-e-Ziba
57.0,1,1,1,1,Southern Program Organization
81.0,2,1,1,1,West Ferdows Boulevard
112.0,3,1,1,1,West Ferdows Boulevard
75.0,2,1,1,1,Shahran
153.0,3,1,1,1,Punak
95.0,2,1,1,1,Shahrake Gharb
101.0,2,1,1,1,Shahrake Gharb
65.0,2,1,1,0,Jeyhoon
88.0,3,0,1,1,Parand
113.0,3,1,1,0,Gheitarieh
50.0,1,1,1,0,Shahrake Qods
45.0,1,0,0,1,Ostad Moein
53.0,1,0,1,1,Narmak
100.0,2,1,1,1,Andisheh
50.0,1,1,1,0,Shahryar
43.0,0,0,1,0,Nasim Shahr
85.0,2,1,1,0,Baghestan
134.0,3,1,1,1,North Program Organization
90.0,2,1,1,1,Shahr-e-Ziba
90.0,2,1,1,1,Shahrake Qods
135.0,2,1,1,0,SabaShahr
130.0,3,1,1,1,Railway
55.0,1,1,1,0,Andisheh
200.0,5,0,0,0,Dehkade Olampic
107.0,2,1,1,1,Shahrake Madaen
150.0,2,1,1,1,Pakdasht
56.0,1,0,1,0,Ostad Moein
160.0,3,1,1,0,Azadshahr
138.0,3,1,1,1,Salsabil
125.0,3,1,1,1,Tehransar
83.0,2,1,1,1,Shahr-e-Ziba
131.0,3,1,1,1,Railway
115.0,2,1,1,1,Central Janatabad
50.0,1,1,1,0,Andisheh
91.0,2,1,1,1,West Ferdows Boulevard
80.0,2,1,1,1,Central Janatabad
40.0,1,0,1,0,Qasr-od-Dasht
68.0,2,1,1,1,Shahr-e-Ziba
110.0,2,1,1,1,Shahran
63.0,1,1,1,0,
50.0,1,1,1,0,Beryanak
110.0,2,1,1,1,Shahr-e-Ziba
95.0,2,1,1,1,Shahr-e-Ziba
65.0,2,1,1,1,Southern Janatabad
62.0,2,0,1,0,Beryanak
37.0,1,0,1,1,Hashemi
105.0,2,1,1,1,West Ferdows Boulevard
41.0,1,0,1,0,Salsabil
85.0,2,1,1,1,Shahrakeh Naft
150.0,3,1,1,1,Shahrake Gharb
83.0,2,1,1,1,East Ferdows Boulevard
174.0,3,1,1,1,Valiasr
105.0,3,1,1,1,Yousef Abad
57.0,2,0,0,1,Waterfall
200.0,3,1,1,1,Sadeghieh
75.0,2,0,0,0,Baghestan
87.0,2,0,0,0,Pardis
63.0,2,0,1,0,Qasr-od-Dasht
64.0,2,1,1,1,Central Janatabad
65.0,2,0,0,0,Ostad Moein
44.0,1,0,1,0,Shahryar
85.0,2,0,0,0,Pakdasht
43.0,1,0,1,0,Ahang
118.0,3,1,1,1,Sattarkhan
92.0,2,1,1,1,Shahran
124.0,3,1,1,1,Sattarkhan
56.0,1,0,1,0,Jeyhoon
40.0,1,0,1,0,Pirouzi
92.0,2,1,1,1,West Ferdows Boulevard
86.0,2,1,1,1,Central Janatabad
51.0,2,1,1,0,Shahran
70.0,1,0,0,0,Baghestan
85.0,2,1,1,1,Shahrake Qods
51.0,1,0,1,0,Ostad Moein
131.0,2,1,1,1,Ray
48.0,1,0,1,0,Komeil
84.0,2,1,1,0,Andisheh
95.0,2,1,1,1,Hashemi
74.0,2,1,1,1,Eskandari
68.0,2,1,1,1,East Ferdows Boulevard
240.0,4,1,1,1,Persian Gulf Martyrs Lake
,2,0,0,0,Shahryar
44.0,1,0,1,0,Qasr-od-Dasht
82.0,2,1,1,1,Shahran
42.0,1,0,1,0,Pirouzi
63.0,1,1,1,1,Aqdasieh
110.0,2,0,1,1,Salehabad
235.0,3,1,1,1,Niavaran
500.0,2,1,1,0,Absard
57.0,1,1,1,0,Feiz Garden
170.0,3,1,1,1,Pakdasht
115.0,2,1,1,0,Golestan
68.0,2,1,1,1,Southern Program Organization
62.0,1,0,1,1,Baghestan
56.0,1,1,1,1,Shahr-e-Ziba
75.0,2,1,1,1,Shahran
95.0,2,1,1,1,Pasdaran
144.0,3,1,1,1,Zafar
50.0,1,0,0,1,Qarchak
78.0,2,1,1,0,Sattarkhan
95.0,2,1,0,1,Ray
90.0,2,1,1,1,Ray
350.0,4,1,1,1,Niavaran
71.0,2,1,1,1,West Ferdows Boulevard
80.0,1,0,0,0,Pishva
44.0,1,1,0,1,Ostad Moein
46.0,1,1,1,1,Jeyhoon
78.0,2,1,1,0,Sattarkhan
67.0,2,0,1,0,Karoon
49.0,1,1,1,0,Andisheh
105.0,2,1,1,1,Andisheh
72.0,2,0,1,1,Beryanak
65.0,2,0,1,1,Salsabil
80.0,2,1,1,1,West Pars
66.0,2,0,1,0,Jeyhoon
58.0,2,0,1,0,Jeyhoon
67.0,2,0,1,0,Salsabil
89.0,2,1,1,0,Andisheh
75.0,2,1,1,1,Beryanak
85.0,2,0,1,1,Si Metri Ji
94.0,2,1,1,1,Central Janatabad
67.0,2,1,1,0,Jeyhoon
60.0,1,0,1,1,Shahrake Qods
67.0,1,1,0,1,Beryanak
65.0,2,0,0,1,Beryanak
72.0,2,0,1,1,Beryanak
62.0,2,1,1,1,Salsabil
37.0,1,0,1,1,Ostad Moein
105.0,3,1,1,1,Shahr-e-Ziba
78.0,2,0,0,1,Parand
53.0,1,0,1,0,Baghestan
80.0,2,0,1,1,Shahr-e-Ziba
88.0,2,1,1,1,Persian Gulf Martyrs Lake
39.0,1,0,1,0,Andisheh
128.0,2,1,1,1,Jordan
87.0,2,1,1,1,Shahrake Shahid Bagheri
48.0,1,0,1,0,Beryanak
75.0,2,1,1,1,Punak
110.0,3,1,1,1,Jordan
172.0,3,1,1,1,Heravi
147.0,3,1,1,1,Yousef Abad
70.0,1,1,1,0,Enghelab
235.0,3,1,1,1,Niavaran
115.0,2,1,1,1,Heravi
114.0,2,1,1,1,Pakdasht
40.0,1,1,1,0,Pirouzi
125.0,3,1,1,1,Yousef Abad
90.0,2,1,1,1,Golestan
78.0,2,0,1,1,Gisha
62.0,2,1,0,1,
47.0,1,0,1,0,Ostad Moein
114.0,3,1,1,1,Yousef Abad
65.0,1,1,1,1,Southern Janatabad
50.0,1,0,1,0,Baghestan
125.0,2,1,1,1,Islamshahr Elahieh
41.0,1,0,0,0,Salsabil
136.0,3,1,1,1,Yousef Abad
40.0,1,0,1,0,Jeyhoon
60.0,2,0,1,0,Si Metri Ji
75.0,2,1,1,1,Pirouzi
120.0,3,1,1,1,Yousef Abad
165.0,3,1,1,1,Pakdasht
110.0,2,0,1,0,Pakdasht
116.0,2,1,1,1,Shahran
115.0,2,1,1,1,Shahran
77.0,2,0,1,1,Pakdasht
120.0,3,1,1,1,Yousef Abad
100.0,2,0,1,1,Pakdasht
130.0,3,1,1,1,Yousef Abad
60.0,1,1,1,1,Islamshahr
75.0,2,0,1,1,Parand
128.0,3,1,1,0,Niavaran
150.0,2,1,1,1,Zaferanieh
135.0,3,1,1,1,Yousef Abad
60.0,1,1,1,1,Zafar
41.0,1,0,0,0,Elahieh
113.0,2,1,1,1,Niavaran
